ID,Name,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,height_cm,weight_kg,Rarity
7744,Garbodor,474,80,95,82,60,82,75,5,190,107.3,
7745,Zorua,330,40,65,40,80,40,65,5,70,12.5,
7746,Zoroark,510,60,105,60,120,60,105,5,160,81.1,
7747,Minccino,300,55,50,40,40,40,75,5,40,5.8,
7748,Cinccino,470,75,95,60,65,60,115,5,50,7.5,
7749,Gothita,290,45,30,50,55,65,45,5,40,5.8,
7750,Gothorita,390,60,45,70,75,85,55,5,70,18.0,
7751,Gothitelle,490,70,55,95,95,110,65,5,150,44.0,
7752,Solosis,290,45,30,40,105,50,20,5,30,1.0,
7753,Duosion,370,65,40,50,125,60,30,5,60,8.0,
7754,Reuniclus,490,110,65,75,125,85,30,5,100,20.1,
7755,Ducklett,305,62,44,50,44,50,55,5,50,5.5,
7756,Swanna,473,75,87,63,87,63,98,5,130,24.2,
7757,Vanillite,305,36,50,50,65,60,44,5,40,5.7,
7758,Vanillish,395,51,65,65,80,75,59,5,110,41.0,
7759,Vanilluxe,535,71,95,85,110,95,79,5,130,57.5,
7760,Deerling,335,60,60,50,40,50,75,5,60,19.5,
7761,Sawsbuck,475,80,100,70,60,70,95,5,190,92.5,
7762,Emolga,428,55,75,60,75,60,103,5,40,5.0,
7763,Karrablast,315,50,75,45,40,45,60,5,50,5.9,
7764,Escavalier,495,70,135,105,60,105,20,5,100,33.0,
7765,Foongus,294,69,55,45,55,55,15,5,20,1.0,
7766,Amoonguss,464,114,85,70,85,80,30,5,60,10.5,
7767,Frillish,335,55,40,50,65,85,40,5,120,33.0,
7768,Jellicent,480,100,60,70,85,105,60,5,220,135.0,
7769,Alomomola,470,165,75,80,40,45,65,5,120,31.6,
7770,Joltik,319,50,47,50,57,50,65,5,10,0.6,
7771,Galvantula,472,70,77,60,97,60,108,5,80,14.3,
7772,Ferroseed,305,44,50,91,24,86,10,5,60,18.8,
7773,Ferrothorn,489,74,94,131,54,116,20,5,100,110.0,
7774,Klink,300,40,55,70,45,60,30,5,30,21.0,
7775,Klang,440,60,80,95,70,85,50,5,60,51.0,
7776,Klinklang,520,60,100,115,70,85,90,5,60,81.0,
7777,Tynamo,275,35,55,40,45,40,60,5,20,0.3,
7778,Eelektrik,405,65,85,70,75,70,40,5,120,22.0,
7779,Eelektross,515,85,115,80,105,80,50,5,210,80.5,
7780,Elgyem,335,55,55,55,85,55,30,5,50,9.0,
7781,Beheeyem,485,75,75,75,125,95,40,5,100,34.5,
7782,Litwick,275,50,30,55,65,55,20,5,30,3.1,
7783,Lampent,370,60,40,60,95,60,55,5,60,13.0,
7784,Chandelure,520,60,55,90,145,90,80,5,100,34.3,
7785,Axew,320,46,87,60,30,40,57,5,60,18.0,
7786,Fraxure,410,66,117,70,40,50,67,5,100,36.0,
7787,Haxorus,540,76,147,90,60,70,97,5,180,105.5,
7788,Cubchoo,305,55,70,40,60,40,40,5,50,8.5,
7789,Beartic,505,95,130,80,70,80,50,5,260,260.0,
7790,Cryogonal,515,80,50,50,95,135,105,5,110,148.0,
7791,Shelmet,305,50,40,85,40,65,25,5,40,7.7,
7792,Accelgor,495,80,70,40,100,60,145,5,80,25.3,
7793,Stunfisk,471,109,66,84,81,99,32,5,70,11.0,
7794,Mienfoo,350,45,85,50,55,50,65,5,90,20.0,
7795,Mienshao,510,65,125,60,95,60,105,5,140,35.5,
7796,Druddigon,485,77,120,90,60,90,48,5,160,139.0,
7797,Golett,303,59,74,50,35,50,35,5,100,92.0,
7798,Golurk,483,89,124,80,55,80,55,5,280,330.0,
7799,Pawniard,340,45,85,70,40,40,60,5,50,10.2,
7800,Bisharp,490,65,125,100,60,70,70,5,160,70.0,
7801,Bouffalant,490,95,110,95,40,95,55,5,160,94.6,
7802,Rufflet,350,70,83,50,37,50,60,5,50,10.5,
7803,Braviary,510,100,123,75,57,75,80,5,150,41.0,
7804,Vullaby,370,70,55,75,45,65,60,5,50,9.0,
7805,Mandibuzz,510,110,65,105,55,95,80,5,120,39.5,
7806,Heatmor,484,85,97,66,105,66,65,5,140,58.0,
7807,Durant,484,58,109,112,48,48,109,5,30,33.0,
7808,Deino,300,52,65,50,45,50,38,5,80,17.3,
7809,Zweilous,420,72,85,70,65,70,58,5,140,50.0,
7810,Hydreigon,600,92,105,90,125,90,98,5,180,160.0,Pseudo-Legendary
7811,Larvesta,360,55,85,55,50,55,60,5,110,28.8,
7812,Volcarona,550,85,60,65,135,105,100,5,160,46.0,
7813,Cobalion,580,91,90,129,90,72,108,5,210,250.0,Legendary
7814,Terrakion,580,91,129,90,72,90,108,5,190,260.0,Legendary
7815,Virizion,580,91,90,72,90,129,108,5,200,200.0,Legendary
7816,Tornadus,580,79,115,70,125,80,111,5,150,63.0,Legendary
7817,Thundurus,580,79,115,70,125,80,111,5,150,61.0,Legendary
7818,Reshiram,680,100,120,100,150,120,90,5,320,330.0,Legendary
7819,Zekrom,680,100,150,120,120,100,90,5,290,345.0,Legendary
7820,Landorus,600,89,125,90,115,80,101,5,150,68.0,Legendary
7821,Kyurem,660,125,130,90,130,90,95,5,300,325.0,Legendary
7822,Keldeo,580,91,72,90,129,90,108,5,140,48.5,Mythical
7823,Meloetta,600,100,77,77,128,128,90,5,60,6.5,Mythical
7824,Genesect,600,71,120,95,120,95,99,5,150,82.5,Mythical
7825,Chespin,313,56,61,65,48,45,38,6,40,9.0,
7826,Quilladin,405,61,78,95,56,58,57,6,70,29.0,
7827,Chesnaught,530,88,107,122,74,75,64,6,160,90.0,
7828,Fennekin,307,40,45,40,62,60,60,6,40,9.4,
7829,Braixen,409,59,59,58,90,70,73,6,100,14.5,
7830,Delphox,534,75,69,72,114,100,104,6,150,39.0,
7831,Froakie,314,41,56,40,62,44,71,6,30,7.0,
7832,Frogadier,405,54,63,52,83,56,97,6,60,10.9,
7833,Greninja,530,72,95,67,103,71,122,6,150,40.0,
7834,Bunnelby,237,38,36,38,32,36,57,6,40,5.0,
7835,Diggersby,423,85,56,77,50,77,78,6,100,42.4,
7836,Fletchling,278,45,50,43,40,38,62,6,30,1.7,
7837,Fletchinder,382,62,73,55,56,52,84,6,70,16.0,
7838,Talonflame,499,78,81,71,74,69,126,6,120,24.5,
7839,Scatterbug,200,38,35,40,27,25,35,6,30,2.5,
7840,Spewpa,213,45,22,60,27,30,29,6,30,8.4,
7841,Vivillon,411,80,52,50,90,50,89,6,120,17.0,
7842,Litleo,369,62,50,58,73,54,72,6,60,13.5,
7843,Pyroar,507,86,68,72,109,66,106,6,150,81.5,
7844,Flabébé,303,44,38,39,61,79,42,6,10,0.1,
7845,Floette,371,54,45,47,75,98,52,6,20,0.9,
7846,Florges,552,78,65,68,112,154,75,6,110,10.0,
7847,Skiddo,350,66,65,48,62,57,52,6,90,31.0,
7848,Gogoat,531,123,100,62,97,81,68,6,170,91.0,
7849,Pancham,348,67,82,62,46,48,43,6,60,8.0,
7850,Pangoro,495,95,124,78,69,71,58,6,210,136.0,
7851,Furfrou,472,75,80,60,65,90,102,6,120,28.0,
7852,Espurr,355,62,48,54,63,60,68,6,30,3.5,
7853,Meowstic,466,74,48,76,83,81,104,6,60,8.5,
7854,Honedge,325,45,80,100,35,37,28,6,80,2.0,
7855,Doublade,448,59,110,150,45,49,35,6,80,4.5,
7856,Aegislash,500,60,50,140,50,140,60,6,170,53.0,
7857,Spritzee,341,78,52,60,63,65,23,6,20,0.5,
7858,Aromatisse,462,101,72,72,99,89,29,6,80,15.5,
7859,Swirlix,341,62,48,66,59,57,49,6,40,3.5,
7860,Slurpuff,480,82,80,86,85,75,72,6,80,5.0,
7861,Inkay,288,53,54,53,37,46,45,6,40,3.5,
7862,Malamar,482,86,92,88,68,75,73,6,150,47.0,
7863,Binacle,306,42,52,67,39,56,50,6,50,31.0,
7864,Barbaracle,500,72,105,115,54,86,68,6,130,96.0,
7865,Skrelp,320,50,60,60,60,60,30,6,50,7.3,
7866,Dragalge,494,65,75,90,97,123,44,6,180,81.5,
7867,Clauncher,330,50,53,62,58,63,44,6,50,8.3,
7868,Clawitzer,500,71,73,88,120,89,59,6,130,35.3,
7869,Helioptile,289,44,38,33,61,43,70,6,50,6.0,
7870,Heliolisk,481,62,55,52,109,94,109,6,100,21.0,
7871,Tyrunt,362,58,89,77,45,45,48,6,80,26.0,
7872,Tyrantrum,521,82,121,119,69,59,71,6,250,270.0,
7873,Amaura,362,77,59,50,67,63,46,6,130,25.2,
7874,Aurorus,521,123,77,72,99,92,58,6,270,225.0,
7875,Sylveon,525,95,65,65,110,130,60,6,100,23.5,
7876,Hawlucha,500,78,92,75,74,63,118,6,80,21.5,
7877,Dedenne,431,67,58,57,81,67,101,6,20,2.2,
7878,Carbink,500,50,50,150,50,150,50,6,30,5.7,
7879,Goomy,300,45,50,35,55,75,40,6,30,2.8,
7880,Sliggoo,452,68,75,53,83,113,60,6,80,17.5,
7881,Goodra,600,90,100,70,110,150,80,6,200,150.5,Pseudo-Legendary
7882,Klefki,470,57,80,91,80,87,75,6,20,3.0,
7883,Phantump,309,43,70,48,50,60,38,6,40,7.0,
7884,Trevenant,474,85,110,76,65,82,56,6,150,71.0,
7885,Pumpkaboo,335,49,66,70,44,55,51,6,40,5.0,
7886,Gourgeist,494,65,90,122,58,75,84,6,90,12.5,
7887,Bergmite,304,55,69,85,32,35,28,6,100,99.5,
7888,Avalugg,514,95,117,184,44,46,28,6,200,505.0,
7889,Noibat,245,40,30,35,45,40,55,6,50,8.0,
7890,Noivern,535,85,70,80,97,80,123,6,150,85.0,
7891,Xerneas,680,126,131,95,131,98,99,6,300,215.0,Legendary
7892,Yveltal,680,126,131,95,131,98,99,6,580,203.0,Legendary
7893,Diancie,600,50,100,150,100,150,50,6,500,305.0,Mythical
7894,Hoopa,600,80,110,60,150,130,70,6,70,8.8,Mythical
7895,Volcanion,600,80,110,120,130,90,70,6,50,9.0,Mythical
7896,Zygarde,708,216,100,121,91,95,85,7,170,195.0,Legendary
7897,Rowlet,320,68,55,55,50,50,42,7,30,1.5,
7898,Dartrix,420,78,75,75,70,70,52,7,70,16.0,
7899,Decidueye,530,78,107,75,100,100,70,7,160,36.6,
7900,Litten,320,45,65,40,60,40,70,7,40,4.3,
7901,Torracat,420,65,85,50,80,50,90,7,70,25.0,
7902,Incineroar,530,95,115,90,80,90,60,7,180,83.0,
7903,Popplio,320,50,54,54,66,56,40,7,40,7.5,
7904,Brionne,420,60,69,69,91,81,50,7,60,17.5,
7905,Primarina,530,80,74,74,126,116,60,7,180,44.0,
7906,Pikipek,265,35,75,30,30,30,65,7,30,1.2,
7907,Trumbeak,355,55,85,50,40,50,75,7,60,14.8,
7908,Toucannon,485,80,120,75,75,75,60,7,110,26.0,
7909,Yungoos,253,48,70,30,30,30,45,7,40,6.0,
7910,Gumshoos,418,88,110,60,55,60,45,7,70,14.2,
7911,Grubbin,300,47,62,45,55,45,46,7,40,4.4,
7912,Charjabug,400,57,82,95,55,75,36,7,50,10.5,
7913,Vikavolt,500,77,70,90,145,75,43,7,150,45.0,
7914,Crabrawler,338,47,82,57,42,47,63,7,60,7.0,
7915,Crabominable,478,97,132,77,62,67,43,7,170,180.0,
7916,Oricorio,476,75,70,70,98,70,93,7,60,3.4,
7917,Cutiefly,304,40,45,40,55,40,84,7,10,0.2,
7918,Ribombee,464,60,55,60,95,70,124,7,20,0.5,
7919,Rockruff,280,45,65,40,30,40,60,7,50,9.2,
7920,Lycanroc,487,75,115,65,55,65,112,7,80,25.0,
7921,Wishiwashi,175,45,20,20,25,25,40,7,20,0.3,
7922,Mareanie,305,50,53,62,43,52,45,7,40,8.0,
7923,Toxapex,495,50,63,152,53,142,35,7,70,14.5,
7924,Mudbray,385,70,100,70,45,55,45,7,100,110.0,
7925,Mudsdale,500,100,125,100,55,85,35,7,250,920.0,
7926,Dewpider,269,38,40,52,40,72,27,7,30,4.0,
7927,Araquanid,454,68,70,92,50,132,42,7,180,82.0,
7928,Fomantis,250,40,55,35,50,35,35,7,30,1.5,
7929,Lurantis,480,70,105,90,80,90,45,7,90,18.5,
7930,Morelull,285,40,35,55,65,75,15,7,20,1.5,
7931,Shiinotic,405,60,45,80,90,100,30,7,100,11.5,
7932,Salandit,320,48,44,40,71,40,77,7,60,4.8,
7933,Salazzle,480,68,64,60,111,60,117,7,120,22.2,
7934,Stufful,340,70,75,50,45,50,50,7,50,6.8,
7935,Bewear,500,120,125,80,55,60,60,7,210,135.0,
7936,Bounsweet,210,42,30,38,30,38,32,7,30,3.2,
7937,Steenee,290,52,40,48,40,48,62,7,70,8.2,
7938,Tsareena,510,72,120,98,50,98,72,7,120,21.4,
7939,Comfey,485,51,52,90,82,110,100,7,10,0.3,
7940,Oranguru,490,90,60,80,90,110,60,7,150,76.0,
7941,Passimian,490,100,120,90,40,60,80,7,200,82.8,
7942,Wimpod,230,25,35,40,20,30,80,7,50,12.0,
7943,Golisopod,530,75,125,140,60,90,40,7,200,108.0,
7944,Sandygast,320,55,55,80,70,45,15,7,50,70.0,
7945,Palossand,480,85,75,110,100,75,35,7,130,250.0,
7946,Pyukumuku,410,55,60,130,30,130,5,7,30,1.2,
7947,Type: Null,534,95,95,95,95,95,59,7,190,120.5,Legendary
7948,Silvally,570,95,95,95,95,95,95,7,230,100.5,Legendary
7949,Minior,440,60,60,100,60,100,60,7,30,40.0,
7950,Komala,480,65,115,65,75,95,65,7,40,19.9,
7951,Turtonator,485,60,78,135,91,85,36,7,200,212.0,
7952,Togedemaru,435,65,98,63,40,73,96,7,30,3.3,
7953,Mimikyu,476,55,90,80,50,105,96,7,20,0.7,
7954,Bruxish,475,68,105,70,70,70,92,7,90,19.0,
7955,Drampa,485,78,60,85,135,91,36,7,300,185.0,
7956,Dhelmise,517,70,131,100,86,90,40,7,390,210.0,
7957,Jangmo-o,300,45,55,65,45,45,45,7,60,29.7,
7958,Hakamo-o,420,55,75,90,65,70,65,7,120,47.0,
7959,Kommo-o,600,75,110,125,100,105,85,7,160,78.2,Pseudo-Legendary
7960,Tapu Koko,570,70,115,85,95,75,130,7,180,20.5,Legendary
7961,Tapu Lele,570,70,85,75,130,115,95,7,120,18.6,Legendary
7962,Tapu Bulu,570,70,130,115,85,95,75,7,190,45.5,Legendary
7963,Tapu Fini,570,70,75,115,95,130,85,7,130,21.2,Legendary
7964,Cosmog,200,43,29,31,29,31,37,7,20,0.1,Legendary
7965,Cosmoem,400,43,29,131,29,131,37,7,10,999.9,Legendary
7966,Solgaleo,680,137,137,107,113,89,97,7,340,230.0,Legendary
7967,Lunala,680,137,113,89,137,107,97,7,400,120.0,Legendary
7968,Nihilego,570,109,53,47,127,131,103,7,120,55.5,Ultra-Beast
7969,Buzzwole,570,107,139,139,53,53,79,7,240,333.6,Ultra-Beast
7970,Pheromosa,570,71,137,37,137,37,151,7,180,25.0,Ultra-Beast
7971,Xurkitree,570,83,89,71,173,71,83,7,380,100.0,Ultra-Beast
7972,Celesteela,570,97,101,103,107,101,61,7,920,999.9,Ultra-Beast
7973,Kartana,570,59,181,131,59,31,109,7,30,0.1,Ultra-Beast
7974,Guzzlord,570,223,101,53,97,53,43,7,550,888.0,Ultra-Beast
7975,Necrozma,600,97,107,101,127,89,79,7,240,230.0,Legendary
7976,Magearna,600,80,95,115,130,115,65,7,100,80.5,Mythical
7977,Marshadow,600,90,125,80,90,90,125,7,70,22.2,Mythical
7978,Poipole,420,67,73,67,73,67,73,7,60,1.8,Ultra-Beast
7979,Naganadel,540,73,73,73,127,73,121,7,360,150.0,Ultra-Beast
7980,Stakataka,570,61,131,211,53,101,13,7,550,820.0,Ultra-Beast
7981,Blacephalon,570,53,127,53,151,79,107,7,180,13.0,Ultra-Beast
7982,Zeraora,600,88,112,75,102,80,143,7,150,44.5,Mythical
7983,Meltan,300,46,65,65,55,35,34,7,20,8.0,Mythical
7984,Melmetal,600,135,143,143,80,65,34,7,250,800.0,Mythical
7985,Grookey,310,50,65,50,40,40,65,8,30,5.0,
7986,Thwackey,420,70,85,70,55,60,80,8,70,14.0,
7987,Rillaboom,530,100,125,90,60,70,85,8,210,90.0,
7988,Scorbunny,310,50,71,40,40,40,69,8,30,4.5,
7989,Raboot,420,65,86,60,55,60,94,8,60,9.0,
7990,Cinderace,530,80,116,75,65,75,119,8,140,33.0,
7991,Sobble,310,50,40,40,70,40,70,8,30,4.0,
7992,Drizzile,420,65,60,55,95,55,90,8,70,11.5,
7993,Inteleon,530,70,85,65,125,65,120,8,190,45.2,
7994,Skwovet,275,70,55,55,35,35,25,8,30,2.5,
7995,Greedent,460,120,95,95,55,75,20,8,60,6.0,
7996,Rookidee,245,38,47,35,33,35,57,8,20,1.8,
7997,Corvisquire,365,68,67,55,43,55,77,8,80,16.0,
7998,Corviknight,495,98,87,105,53,85,67,8,220,75.0,
7999,Blipbug,180,25,20,20,25,45,45,8,40,8.0,
8000,Dottler,335,50,35,80,50,90,30,8,40,19.5,
8001,Orbeetle,505,60,45,110,80,120,90,8,40,40.8,
8002,Nickit,245,40,28,28,47,52,50,8,60,8.9,
8003,Thievul,455,70,58,58,87,92,90,8,120,19.9,
8004,Gossifleur,250,40,40,60,40,60,10,8,40,2.2,
8005,Eldegoss,460,60,50,90,80,120,60,8,50,2.5,
8006,Wooloo,270,42,40,55,40,45,48,8,60,6.0,
8007,Dubwool,490,72,80,100,60,90,88,8,130,43.0,
8008,Chewtle,284,50,64,50,38,38,44,8,30,8.5,
8009,Drednaw,485,90,115,90,48,68,74,8,100,115.5,
8010,Yamper,270,59,45,50,40,50,26,8,30,13.5,
8011,Boltund,490,69,90,60,90,60,121,8,100,34.0,
8012,Rolycoly,240,30,40,50,40,50,30,8,30,12.0,
8013,Carkol,410,80,60,90,60,70,50,8,110,78.0,
8014,Coalossal,510,110,80,120,80,90,30,8,280,310.5,
8015,Applin,260,40,40,80,40,40,20,8,20,0.5,
8016,Flapple,485,70,110,80,95,60,70,8,30,1.0,
8017,Appletun,485,110,85,80,100,80,30,8,40,13.0,
8018,Silicobra,315,52,57,75,35,50,46,8,220,7.6,
8019,Sandaconda,510,72,107,125,65,70,71,8,380,65.5,
8020,Cramorant,475,70,85,55,85,95,85,8,80,18.0,
8021,Arrokuda,280,41,63,40,40,30,66,8,50,1.0,
8022,Barraskewda,490,61,123,60,60,50,136,8,130,30.0,
8023,Toxel,242,40,38,35,54,35,40,8,40,11.0,
8024,Toxtricity,502,75,98,70,114,70,75,8,160,40.0,
8025,Sizzlipede,305,50,65,45,50,50,45,8,70,1.0,
8026,Centiskorch,525,100,115,65,90,90,65,8,300,120.0,
8027,Clobbopus,310,50,68,60,50,50,32,8,60,4.0,
8028,Grapploct,480,80,118,90,70,80,42,8,160,39.0,
8029,Sinistea,308,40,45,45,74,54,50,8,10,0.2,
8030,Polteageist,508,60,65,65,134,114,70,8,20,0.4,
8031,Hatenna,265,42,30,45,56,53,39,8,40,3.4,
8032,Hattrem,370,57,40,65,86,73,49,8,60,4.8,
8033,Hatterene,510,57,90,95,136,103,29,8,210,5.1,
8034,Impidimp,265,45,45,30,55,40,50,8,40,5.5,
8035,Morgrem,370,65,60,45,75,55,70,8,80,12.5,
8036,Grimmsnarl,510,95,120,65,95,75,60,8,150,61.0,
8037,Obstagoon,520,93,90,101,60,81,95,8,160,46.0,
8038,Perrserker,440,70,110,100,50,60,50,8,80,28.0,
8039,Cursola,510,60,95,50,145,130,30,8,100,0.4,
8040,Sirfetch'd,507,62,135,95,68,82,65,8,80,117.0,
8041,Mr. Rime,520,80,85,75,110,100,70,8,150,58.2,
8042,Runerigus,483,58,95,145,50,105,30,8,160,66.6,
8043,Milcery,270,45,40,40,50,61,34,8,20,0.3,
8044,Alcremie,495,65,60,75,110,121,64,8,30,0.5,
8045,Falinks,470,65,100,100,70,60,75,8,300,62.0,
8046,Pincurchin,435,48,101,95,91,85,15,8,30,1.0,
8047,Snom,185,30,25,35,45,30,20,8,30,3.8,
8048,Frosmoth,475,70,65,60,125,90,65,8,130,42.0,
8049,Stonjourner,470,100,125,135,20,20,70,8,250,520.0,
8050,Eiscue,470,75,80,110,65,90,50,8,140,89.0,
8051,Indeedee,475,60,65,55,105,95,95,8,90,28.0,
8052,Morpeko,436,58,95,58,70,58,97,8,30,3.0,
8053,Cufant,330,72,80,49,40,49,40,8,120,100.0,
8054,Copperajah,500,122,130,69,80,69,30,8,300,650.0,
8055,Dracozolt,505,90,100,90,80,70,75,8,180,190.0,
8056,Arctozolt,505,90,100,90,90,80,55,8,230,150.0,
8057,Dracovish,505,90,90,100,70,80,75,8,230,215.0,
8058,Arctovish,505,90,90,100,80,90,55,8,200,175.0,
8059,Duraludon,535,70,95,115,120,50,85,8,180,40.0,
8060,Dreepy,270,28,60,30,40,30,82,8,50,2.0,
8061,Drakloak,410,68,80,50,60,50,102,8,140,11.0,
8062,Dragapult,600,88,120,75,100,75,142,8,300,50.0,Pseudo-Legendary
8063,Zacian,660,92,120,115,80,115,138,8,280,110.0,Legendary
8064,Zamazenta,660,92,120,115,80,115,138,8,290,210.0,Legendary
8065,Eternatus,690,140,85,95,145,95,130,8,2000,950.0,Legendary
8066,Kubfu,385,60,90,60,53,50,72,8,60,12.0,Legendary
8067,Urshifu,550,100,130,100,63,60,97,8,190,105.0,Legendary
8068,Zarude,600,105,120,105,70,95,105,8,180,70.0,Mythical
8069,Regieleki,580,80,100,50,100,50,200,8,120,145.0,Legendary
8070,Regidrago,580,200,100,50,100,50,80,8,210,200.0,Legendary
8071,Glastrier,580,100,145,130,65,110,30,8,220,800.0,Legendary
8072,Spectrier,580,100,65,60,145,80,130,8,200,44.5,Legendary
8073,Calyrex,500,100,80,80,80,80,80,8,110,7.7,Legendary
8074,Wyrdeer,525,103,105,72,105,75,65,8,180,95.1,
8075,Kleavor,500,70,135,95,45,70,85,8,180,89.0,
8076,Ursaluna,550,130,140,105,45,80,50,8,240,290.0,
8077,Basculegion,530,120,112,65,80,75,78,8,300,110.0,
8078,Sneasler,510,80,130,60,40,80,120,8,130,43.0,
8079,Overqwil,510,85,115,95,65,65,85,8,250,60.5,
8080,Enamorus,580,74,115,70,135,80,106,8,160,48.0,Legendary
8081,Sprigatito,310,40,61,54,45,45,65,9,40,4.1,
8082,Floragato,410,61,80,63,60,63,83,9,90,12.2,
8083,Meowscarada,530,76,110,70,81,70,123,9,150,31.2,
8084,Fuecoco,310,67,45,59,63,40,36,9,40,9.8,
8085,Crocalor,411,81,55,78,90,58,49,9,100,30.7,
8086,Skeledirge,530,104,75,100,110,75,66,9,160,326.5,
8087,Quaxly,310,55,65,45,50,45,50,9,50,6.1,
8088,Quaxwell,410,70,85,65,65,60,65,9,120,21.5,
8089,Quaquaval,530,85,120,80,85,75,85,9,180,61.9,
8090,Lechonk,254,54,45,40,35,45,35,9,50,10.2,
8091,Oinkologne,489,110,100,75,59,80,65,9,100,120.0,
8092,Tarountula,210,35,41,45,29,40,20,9,30,4.0,
8093,Spidops,404,60,79,92,52,86,35,9,100,16.5,
8094,Nymble,210,33,46,40,21,25,45,9,20,1.0,
8095,Lokix,450,71,102,78,52,55,92,9,100,17.5,
8096,Pawmi,240,45,50,20,40,25,60,9,30,2.5,
8097,Pawmo,350,60,75,40,50,40,85,9,40,6.5,
8098,Pawmot,490,70,115,70,70,60,105,9,90,41.0,
8099,Tandemaus,305,50,50,45,40,45,75,9,30,1.8,
8100,Maushold,470,74,75,70,65,75,111,9,30,2.8,
8101,Fidough,312,37,55,70,30,55,65,9,30,10.9,
8102,Dachsbun,477,57,80,115,50,80,95,9,50,14.9,
8103,Smoliv,260,41,35,45,58,51,30,9,30,6.5,
8104,Dolliv,354,52,53,60,78,78,33,9,60,11.9,
8105,Arboliva,510,78,69,90,125,109,39,9,140,48.2,
8106,Squawkabilly,417,82,96,51,45,51,92,9,60,2.4,
8107,Nacli,280,55,55,75,35,35,25,9,40,16.0,
8108,Naclstack,355,60,60,100,35,65,35,9,60,105.0,
8109,Garganacl,500,100,100,130,45,90,35,9,230,240.0,
8110,Charcadet,255,40,50,40,50,40,35,9,60,10.5,
8111,Armarouge,525,85,60,100,125,80,75,9,150,85.0,
8112,Ceruledge,525,75,125,80,60,100,85,9,160,62.0,
8113,Tadbulb,272,61,31,41,59,35,45,9,30,0.4,
8114,Bellibolt,495,109,64,91,103,83,45,9,120,113.0,
8115,Wattrel,280,40,40,35,55,40,70,9,40,3.6,
8116,Kilowattrel,490,70,70,60,105,60,125,9,140,38.6,
8117,Maschiff,340,60,78,60,40,51,51,9,50,16.0,
8118,Mabosstiff,505,80,120,90,60,70,85,9,110,61.0,
8119,Shroodle,290,40,65,35,40,35,75,9,20,0.7,
8120,Grafaiai,485,63,95,65,80,72,110,9,70,27.2,
8121,Bramblin,275,40,65,30,45,35,60,9,60,0.6,
8122,Brambleghast,480,55,115,70,80,70,90,9,120,6.0,
8123,Toedscool,335,40,40,35,50,100,70,9,90,33.0,
8124,Toedscruel,515,80,70,65,80,120,100,9,190,58.0,
8125,Klawf,450,70,100,115,35,55,75,9,130,79.0,
8126,Capsakid,304,50,62,40,62,40,50,9,30,3.0,
8127,Scovillain,486,65,108,65,108,65,75,9,90,15.0,
8128,Rellor,270,41,50,60,31,58,30,9,20,1.0,
8129,Rabsca,470,75,50,85,115,100,45,9,30,3.5,
8130,Flittle,255,30,35,30,55,30,75,9,20,1.5,
8131,Espathra,481,95,60,60,101,60,105,9,190,90.0,
8132,Tinkatink,297,50,45,45,35,64,58,9,40,8.9,
8133,Tinkatuff,380,65,55,55,45,82,78,9,70,59.1,
8134,Tinkaton,506,85,75,77,70,105,94,9,70,112.8,
8135,Wiglett,245,10,55,25,35,25,95,9,120,1.8,
8136,Wugtrio,425,35,100,50,50,70,120,9,120,5.4,
8137,Bombirdier,485,70,103,85,60,85,82,9,150,42.9,
8138,Finizen,315,70,45,40,45,40,75,9,130,60.2,
8139,Palafin,457,100,70,72,53,62,100,9,130,60.2,
8140,Varoom,300,45,70,63,30,45,47,9,100,35.0,
8141,Revavroom,500,80,119,90,54,67,90,9,180,120.0,
8142,Cyclizar,501,70,95,65,85,65,121,9,160,63.0,
8143,Orthworm,480,70,85,145,60,55,65,9,250,310.0,
8144,Glimmet,350,48,35,42,105,60,60,9,70,8.0,
8145,Glimmora,525,83,55,90,130,81,86,9,150,45.0,
8146,Greavard,290,50,61,60,30,55,34,9,60,35.0,
8147,Houndstone,488,72,101,100,50,97,68,9,200,15.0,
8148,Flamigo,500,82,115,74,75,64,90,9,160,37.0,
8149,Cetoddle,334,108,68,45,30,40,43,9,120,45.0,
8150,Cetitan,521,170,113,65,45,55,73,9,450,700.0,
8151,Veluza,478,90,102,73,78,65,70,9,250,90.0,
8152,Dondozo,530,150,100,115,65,65,35,9,1200,220.0,
8153,Tatsugiri,475,68,50,60,120,95,82,9,30,8.0,
8154,Annihilape,535,110,115,80,50,90,90,9,120,56.0,
8155,Clodsire,430,130,75,60,45,100,20,9,180,223.0,
8156,Farigiraf,520,120,90,70,110,70,60,9,320,160.0,
8157,Dudunsparce,520,125,100,80,85,75,55,9,360,39.2,
8158,Kingambit,550,100,135,120,60,85,50,9,200,120.0,
8159,Great Tusk,570,115,131,131,53,53,87,9,220,320.0,Paradox
8160,Scream Tail,570,115,65,99,65,115,111,9,120,8.0,Paradox
8161,Brute Bonnet,570,111,127,99,79,99,55,9,120,21.0,Paradox
8162,Flutter Mane,570,55,55,55,135,135,135,9,140,4.0,Paradox
8163,Slither Wing,570,85,135,79,85,105,81,9,320,92.0,Paradox
8164,Sandy Shocks,570,85,81,97,121,85,101,9,230,60.0,Paradox
8165,Iron Treads,570,90,112,120,72,70,106,9,90,240.0,Paradox
8166,Iron Bundle,570,56,80,114,124,60,136,9,60,11.0,Paradox
